Bin,Number of Images,Number of Sections,Number of Sentences,Number of Words,Number of References,Subjectivity,Polarity,PagesViews,Revisions
Good,5,7,104,2424,82,0.367191388,0.17957496,3132,24
Good,6,5,73,1775,40,0.361557862,0.10335522,51451,3
Good,9,5,59,1229,30,0.478972048,0.198323063,7965,9
Good,6,6,146,2876,30,0.468810555,0.15994091,6651,2
Good,6,6,55,1401,16,0.484217389,0.146121499,8293,22
Good,6,7,67,1593,40,0.413893335,0.145147236,4493,19
Good,14,8,260,6168,165,0.412024542,0.09682457,39594,18
Good,9,8,89,2267,84,0.452692747,0.148093246,65107,135
Good,2,5,65,1331,27,0.373861833,0.109178391,236,28
Good,18,7,238,5247,59,0.391850576,0.087941146,46739,39
Good,35,11,184,5202,129,0.417801052,0.066838455,181473,275
Good,80,12,290,6297,22,0.429561172,0.099289699,459817,121
Good,45,8,359,9587,125,0.443775188,0.074840588,117733,146
Good,20,11,231,5082,41,0.454921557,0.059629542,34216,27
Good,21,10,175,4004,89,0.432252659,0.078337129,Not Available,228
Good,6,7,23,451,29,0.338046723,0.042920585,9297,148
Good,4,9,30,488,16,0.463835165,-0.079989011,11811,135
Good,8,6,33,718,14,0.431221792,0.18160058,22885,15
Good,5,7,70,1665,27,0.502754071,0.091830132,Not Available,7
Good,7,8,37,754,18,0.479271886,0.111637205,Not Available,3
Good,7,11,112,2936,32,0.416069067,0.108353343,5666,1
Good,6,5,43,1211,6,0.44525088,0.094325658,29184,5
Good,7,8,22,418,16,0.418269231,-0.042948718,5373,118
Good,8,7,133,3913,63,0.35986644,0.034605921,46120,228
Good,3,8,127,3570,55,0.457523563,-0.001659224,Not Available,180
Good,1,7,86,1858,19,0.385040621,0.059439062,10276,3
Good,6,7,152,3358,52,0.423007102,0.051221444,277896,20
Good,7,6,48,1168,28,0.461572471,0.041027187,86983,14
Good,28,11,242,6699,169,0.364625301,0.035952524,404091,500
Good,8,7,99,2909,66,0.497345999,-0.040791798,10192,6
Good,14,7,83,2356,65,0.454431688,-0.025165374,8309,28
Good,10,7,35,802,46,0.368703704,0.056111111,Not Available,238
Good,5,9,52,1558,46,0.425429846,0.110373308,109916,239
Good,4,7,34,627,27,0.457848485,0.126787879,3065,211
Good,6,6,23,488,17,0.484615385,0.072435897,8490,133
Good,5,8,79,1990,51,0.433278218,0.023964883,231770,30
Good,8,6,24,530,24,0.404626623,-0.002137446,10930,54
Good,5,4,82,1969,29,0.399150526,0.032691847,38548,7
Good,6,6,32,725,17,0.533605442,0.25537415,54722,62
Good,27,11,109,2659,85,0.428540946,0.07321657,136845,72
Good,11,9,63,1359,58,0.421317061,0.030037927,1036713,102
Good,1,6,45,1254,26,0.397295875,0.07048085,79075,49
Good,11,9,129,3799,110,0.269853825,-0.009582754,15769,36
Good,4,7,37,855,14,0.389969336,0.110815296,682807,29
Good,8,7,44,912,14,0.440893901,0.087907268,13135,10
Good,3,5,38,861,16,0.347427572,0.019080225,10811,21
Good,6,6,39,914,17,0.365165449,-0.011472538,200291,8
Good,9,5,36,798,12,0.326150121,0.069128329,24028,60
Good,8,10,39,960,17,0.407482135,-0.000530685,4951,78
Good,6,8,31,640,22,0.436262962,0.025568811,13550,149
Good,8,8,45,937,17,0.366021825,0.034449405,12930,148
Good,3,11,119,2329,42,0.382547834,0.07618542,301579,58
Good,13,10,89,2818,74,0.450083314,0.107344254,233226,102
Good,5,12,138,3945,106,0.407881107,0.045373312,174372,298
Good,7,9,70,1600,51,0.37507054,0.095292208,54120,146
Good,9,6,46,1321,33,0.387061688,0.065784181,17474,136
Good,22,11,87,1847,33,0.357350785,0.036285153,303569,55
Good,14,9,206,4745,94,0.412844132,0.053157217,1027636,31
Good,2,6,46,1049,26,0.403734562,0.111385023,4067,2
Good,4,7,60,1577,23,0.477589532,0.132913223,129433,12
Good,32,10,120,2921,57,0.458312201,0.056167696,330833,93
Good,5,9,35,799,24,0.422030303,0.029030303,14363,213
Good,10,7,34,720,28,0.490755401,0.035936682,6707,94
Good,10,9,153,3941,93,0.381898459,0.024495349,106847,83
Good,22,15,273,6922,194,0.405094588,0.053698057,903356,103
Good,8,8,95,2030,59,0.33000478,0.140037514,21518,25
Good,5,6,27,686,16,0.631180223,0.180845295,5985,2
Good,4,6,69,1548,25,0.352982247,0.101545335,17822,3
Good,20,11,287,7365,18,0.41638258,0.11012241,361989,11
Good,5,5,44,956,18,0.466664439,0.05451192,188741,8
Good,6,6,59,1696,24,0.442871737,0.055039191,88514,7
Good,8,6,107,2656,23,0.392472119,0.116413008,94233,18
Good,4,5,45,1226,31,0.405341167,0.047163471,19731,6
Good,6,8,59,1385,20,0.356170957,0.090722396,82442,7
Good,17,5,108,2828,59,0.410212575,0.055032468,5984,4
Good,6,6,112,2932,26,0.435032089,0.095121354,15341,83
Good,5,7,104,2206,47,0.309200961,0.05321035,32269,5
Good,12,7,88,2083,28,0.543518044,0.088523431,122745,56
Good,8,6,113,2426,86,0.41207461,0.108321121,34659,17
Good,8,9,77,1929,22,0.375968111,0.089362416,31860,3
Good,10,8,31,697,34,0.455357143,0.077516234,17654,250
Good,10,10,102,2657,85,0.435751533,0.121814367,7143,3
Good,6,5,70,1689,66,0.314959024,0.135462496,17179,8
Good,9,11,122,2786,50,0.447858611,0.122301602,18747,7
Good,11,13,144,4128,47,0.439358459,0.121318249,226495,9
Good,3,6,62,1314,45,0.34088734,0.052501379,94410,100
Good,10,9,98,2340,23,0.429873615,0.103612384,224252,7
Good,1,4,51,1197,31,0.509174952,0.086479592,5420,2
Good,16,4,30,1201,31,0.401950205,0.031352407,95034,21
Good,3,6,87,1870,22,0.364474282,0.121417062,5524,-1
Good,6,9,126,3239,53,0.349869013,0.091766409,194390,12
Good,6,9,87,1998,22,0.371769922,0.103739779,3151,-1
Good,6,6,122,2845,94,0.441689773,0.117431309,48689,6
Good,19,7,273,7909,149,0.334291754,0.054820249,20861,7
Good,14,6,156,5459,96,0.34262303,0.064159612,16906,11
Good,16,7,90,2022,50,0.290508573,0.056558271,3895,131
Good,3,5,53,1178,39,0.369099736,0.071756246,10336,4
Good,4,6,94,2218,62,0.424078272,0.079777487,916,-1
Good,5,6,112,2307,95,0.423702783,0.072880451,4777,8
Good,3,6,103,2112,31,0.506101399,0.153361638,4094,-1
Good,5,7,85,2116,49,0.342546502,0.042540967,7894,6
Good,8,4,135,3947,133,0.336493153,0.105052664,88272,246
Good,11,7,176,4172,83,0.380095268,0.123624604,23028,6
Good,1,6,68,1382,14,0.325169458,0.094886364,1088,-1
Good,3,8,60,1300,40,0.309780458,0.083660328,2093,11
Good,5,10,201,4424,128,0.39717463,0.134600996,668196,82
Good,3,4,64,1509,23,0.280856626,0.066731023,88764,6
Good,3,8,65,1624,12,0.42875733,0.119544841,563,3
Good,2,6,47,1251,11,0.308441938,0.026031746,1205,3
Good,1,6,64,1880,37,0.344391514,0.079912487,213003,18
Good,0,12,207,5510,91,0.407347879,0.141025807,2674,1
Good,3,9,62,2134,33,0.412454183,0.15830866,6628,6
Good,5,8,71,2212,37,0.459085444,0.073697816,4061,5
Good,4,6,50,1425,18,0.415579407,0.160148586,9452,33
Good,3,6,49,1521,27,0.434490432,0.131105919,5619,14
Good,1,8,71,1956,25,0.484450653,0.142495006,627,2
Good,5,7,53,1754,35,0.464526649,0.140434743,2358,3
Good,2,6,37,1189,20,0.477546898,0.153685838,772,54
Good,13,5,71,1815,21,0.441908305,0.157981762,877,71
Good,5,6,59,1801,21,0.434251478,0.213647681,4428,8
Good,9,7,101,2871,54,0.391823888,0.13895366,45146,92
Good,7,6,34,711,17,0.278567266,0.042594905,11835,137
Good,1,4,29,816,11,0.364589443,0.075873656,1885,3
Good,8,5,62,1167,8,0.41555095,0.07277513,5581,3
Good,5,5,77,1832,10,0.432837172,0.090247532,3071,9
Good,5,5,36,823,23,0.388888889,0.235765993,2387,15
Good,3,4,35,888,15,0.45647619,0.130583333,378,8
Good,10,5,101,2600,37,0.40252293,0.132143624,1123,1
Good,10,4,112,3204,48,0.434673547,0.122844785,1689,1
Good,2,7,43,1098,17,0.465534979,0.217952675,3082,1
Good,9,6,47,1020,13,0.373536255,0.042992424,3851,4
Good,12,5,49,1290,31,0.345538174,0.063024728,12186,12
Good,8,7,92,2433,42,0.461340328,0.114149145,142468,48
Good,46,9,156,3290,45,0.429771276,0.073994419,245791,50
Good,9,5,45,1158,12,0.413351817,0.167270721,8589,2
Good,3,6,44,1135,16,0.4456558,0.1372161,6250,1
Good,9,7,110,2925,68,0.440060138,0.095214358,14685,14
Good,2,7,34,738,18,0.337899787,0.050666311,10081,2
Good,6,6,31,855,21,0.481514286,0.123780952,1305,1
Good,8,9,78,2373,34,0.46125744,0.052584945,14524,4
Good,2,4,19,566,8,0.416552198,0.09967033,4337,-1
Good,5,6,64,1412,16,0.465006111,-0.01875092,2461,3
Good,4,5,60,1434,33,0.465073293,0.097207042,3488,5
Good,4,7,71,1665,17,0.360534868,0.069366388,12027,5
Good,5,8,50,1482,23,0.415632224,0.10899503,28617,-1
Good,2,9,75,1731,38,0.331085654,-0.011925726,3324,4
Good,3,5,97,2291,16,0.375490065,0.011898241,2641,3
Good,5,11,41,1110,20,0.305356902,0.09796633,16755,33
Good,2,6,39,949,11,0.452864105,0.006833055,1118,4
Good,3,7,107,2806,28,0.385993113,0.105163063,2388,3
Good,6,7,104,2681,13,0.39870806,0.06513455,9020,5
Good,4,6,46,1128,18,0.319546345,0.052639134,4253,12
Good,1,4,34,817,22,0.436900253,0.207875631,26932,3
Good,3,5,48,1379,12,0.335670996,0.010880231,4206,55
Good,4,4,41,1564,13,0.444986894,0.061216689,1979,1
Good,5,7,81,2138,30,0.441411565,0.130790816,30695,10
Good,9,6,76,2021,21,0.447775723,0.049333269,24920,17
Good,3,5,45,927,5,0.453100449,0.197411616,4364,1
Good,9,5,74,1652,25,0.404888769,0.081202301,3406,9
Good,16,6,130,3692,50,0.421941554,0.120701338,6376,-1
Good,5,6,35,927,55,0.348048279,0.140299178,2631,23
Good,7,8,56,1564,53,0.424439684,0.121668535,3815,175
Good,3,9,42,1177,29,0.309213732,0.062526301,1122,1
Good,8,5,71,1974,32,0.402683745,0.148860723,3819,10
Good,1,9,38,854,14,0.311810065,0.089659091,29410,3
Good,3,9,101,2446,51,0.417033622,0.091761472,71735,29
Good,3,8,64,1432,23,0.497322904,0.174871114,34551,9
Good,26,8,167,4956,156,0.395158562,0.134946285,112247,361
Good,6,5,30,739,14,0.345601852,-0.011111111,Not Available,1
Good,5,5,46,1086,11,0.439540603,0.037437304,1625,6
Good,5,5,63,1381,14,0.419355128,0.067809001,2977,3
Good,6,6,81,1850,10,0.383691658,0.074727846,4443,10
Good,16,8,70,1663,14,0.388621109,0.085615646,21093,1
Good,2,7,22,643,10,0.390237603,0.091408402,6122,6
Good,2,7,32,668,12,0.452747148,0.080198209,7165,4
Good,3,7,31,635,21,0.386798942,0.007804233,3444,8
Good,3,0,20,449,5,0.357340486,0.139779785,Not Available,5
Good,68,13,307,7259,120,0.33073222,-0.002688118,Not Available,81
Good,4,7,91,2469,45,0.424127341,0.043465846,3783,22
Good,3,6,22,454,13,0.397041847,0.036987058,5931,36
Good,3,0,58,1447,14,0.441517857,0.088770292,4761,1
Good,24,8,112,1835,35,0.389773723,0.09551231,34885,11
Good,4,12,62,1221,16,0.570454545,0.209993153,2124,155
Good,2,6,36,813,20,0.42944664,0.104051383,10322,2
Good,3,4,30,632,8,0.448034188,0.141282051,398,-1
Good,2,8,105,2500,31,0.401890807,0.062021816,Not Available,-1
Good,37,8,133,3319,80,0.438556113,0.087410559,54332,302
Good,9,8,139,3326,50,0.403853281,0.131258565,3907,3
Good,5,5,34,667,13,0.367478355,0.136485978,1082,8
Good,1,9,105,2487,44,0.44764793,0.125486681,88579,2
Good,1,6,119,3012,44,0.473029216,0.08528608,4201,1
Good,1,4,43,998,15,0.37241366,0.112102934,965,11
Good,3,6,30,703,12,0.498258377,0.049582131,15720,56
Good,4,7,50,1325,21,0.332378932,0.088485426,3041,8
Good,4,4,34,646,16,0.395828122,0.133146144,83553,2
Good,1,4,42,791,16,0.367487621,0.08204694,1179,-1
Good,7,5,100,2651,48,0.402068484,0.152801331,4523,28
Good,11,8,72,1809,31,0.398955315,0.160891829,2136,2
Good,3,4,23,658,6,0.437999382,0.093360132,380,11
Good,5,5,35,597,11,0.398087774,0.072216562,1075,16
Good,26,8,38,962,19,0.398453398,0.087469475,6704,50
Good,3,7,51,1227,13,0.351437959,0.01786141,1418,-1
Good,8,5,53,1361,35,0.356280193,0.187681159,2904,17
Good,4,12,92,2131,45,0.398108302,0.127501665,18781,1
Good,7,5,111,2355,9,0.445628431,0.012105432,2144,5
Good,7,5,73,2055,24,0.368523076,0.065197336,1978,3
Good,6,5,58,1402,18,0.41770387,0.112059191,2902,4
Good,5,4,39,972,17,0.336671133,0.091630592,4283,3
Good,63,6,250,6755,187,0.379776425,0.100569596,99722,410
Good,9,6,87,2112,14,0.429799641,0.121406211,10221,2
Good,6,6,93,2362,53,0.362125322,0.127352184,5375,252
Good,2,5,151,3602,38,0.36046044,0.052840619,4469,1
Good,4,7,82,1819,41,0.507555715,0.194879329,34041,8
Good,26,7,235,5917,98,0.403217097,0.072639977,1580,2
Good,32,10,280,6156,96,0.321871519,0.093740736,17782,21
Good,15,9,167,4370,74,0.398825279,0.098923849,88303,26
Good,13,9,106,2200,32,0.366382871,0.084724333,30337,26
Good,10,7,151,3557,50,0.356514758,0.129408107,151738,42
Good,4,6,85,2283,21,0.432703876,0.131567173,116513,8
Good,9,5,42,733,18,0.45786385,0.178843897,3913,2
Good,24,8,89,2213,39,0.434624131,0.050755371,32270,3
Good,13,8,123,2939,64,0.418196951,0.16164234,4412,3
Good,4,5,31,586,14,0.477027027,0.059459459,1292,5
Good,1,6,33,769,10,0.419664683,0.135305556,4174,16
Good,4,6,42,983,22,0.521746881,0.070543672,2935,3
Good,11,6,134,3174,44,0.396134421,0.147697972,3236,35
Good,6,7,106,2636,63,0.381920775,0.10258923,1122,8
Good,6,4,94,2231,36,0.470155626,0.188912307,1294,72
Good,1,7,52,1215,15,0.389944276,0.096783181,4229,1
Good,26,7,106,2615,30,0.454991333,0.193035063,2606,28
Good,8,5,40,879,11,0.32082672,0.046587302,466,13
Good,4,5,42,1125,9,0.459863412,0.068541947,5301,68
Good,1,4,56,1453,20,0.39339773,0.073896077,7835,2
Good,6,5,108,2819,15,0.398324462,0.101772168,8616,7
Good,2,6,36,883,16,0.429667388,0.186318362,13987,5
Good,7,7,77,2673,36,0.411999844,0.099745338,56943,8
Good,24,5,272,7202,134,0.414498168,0.144418581,12409,21
Good,6,3,103,2698,34,0.423501055,0.139865579,1903,1
Good,5,8,53,1336,21,0.27955267,0.065770563,8006,19
Good,20,9,219,5744,146,0.427987326,0.093177576,13654,15
Good,6,6,61,1243,29,0.443118548,0.048728147,878,8
Good,3,7,46,1309,10,0.385444444,0.009111111,1630,1
Good,32,15,295,8252,131,0.402774121,0.097843793,575908,39
Good,2,7,29,724,13,0.389698773,-0.033262987,2093,16
Good,4,10,25,690,14,0.576271008,0.158935574,109178,36
Good,5,6,27,691,11,0.411630037,0.101854396,4415,34
Good,2,6,36,951,11,0.462107239,0.114061044,7086,12
Good,6,5,56,1242,5,0.332695108,0.029595225,6248,2
Good,2,6,40,1134,13,0.446180556,0.134996167,14465,2
Good,2,6,37,1157,18,0.32324488,0.085004058,9345,41
Good,7,5,68,1460,10,0.380087202,0.07911442,1513,47
Good,26,11,158,3420,81,0.337502038,0.059788962,55778,7
Good,4,6,75,1653,29,0.280651042,0.094265253,13562,2
Good,3,6,64,1328,25,0.340974766,0.06292735,5535,1
Good,3,5,75,1283,18,0.388493256,0.077436407,2202,3
Good,7,6,78,2121,29,0.365105294,0.076177794,4172,8
Good,2,5,42,1030,22,0.392194093,0.102109705,4670,2
Good,11,11,120,3964,61,0.357664556,0.046518989,31354,17
Good,3,7,44,870,25,0.448023533,0.103912659,9045,3
Good,4,5,33,680,11,0.414555256,0.134860737,2095,3
Good,2,5,46,959,11,0.405132962,0.043943259,422,21
Good,7,8,75,1672,19,0.411976534,0.13720889,32771,7
Good,2,4,59,1349,12,0.378874459,0.128441558,1586,51
Good,5,7,77,2428,47,0.464823074,0.164993241,12304,15
Good,37,7,204,5875,66,0.368765622,0.075441916,4580,5
Good,1,5,61,1343,19,0.435421751,0.01253885,5915,-1
Good,3,4,64,1489,31,0.383434945,0.046953764,1053,-1
Good,2,6,42,1147,18,0.394173554,0.107417496,38723,10
Good,2,6,51,1229,15,0.356658705,0.071843808,5979,1
Good,3,5,35,907,26,0.463088152,0.114675454,20111,6
Good,17,15,114,3036,56,0.35079831,0.133401386,6959,-1
Good,18,6,35,958,20,0.443605442,0.062961613,3731,3
Good,11,6,63,1720,25,0.311130536,0.017340992,2539,5
Good,4,8,72,1754,44,0.377492821,0.101478165,20454,6
Good,10,4,64,1380,10,0.362674125,0.156757104,998,78
Good,2,5,44,997,12,0.419597649,0.14735602,925,19
Good,1,4,33,763,13,0.392551338,0.056914197,1167,1
Good,2,3,35,859,4,0.259709821,0.000855655,1760,7
Good,11,8,116,2993,63,0.363072124,0.141710104,13851,18
Good,1,4,22,432,17,0.331374086,0.112199582,5008,4
Good,1,6,86,2026,54,0.36825657,0.06416779,8708,3
Good,14,6,144,3397,63,0.322929454,0.02353573,8982,10
Good,8,6,70,2010,32,0.335252737,0.082798043,5477,3
Good,4,5,45,1072,32,0.358586389,0.060392793,799,7
Good,3,6,99,2060,33,0.394555613,0.053404906,2060,-1
Good,4,9,166,3121,32,0.407633912,0.141046524,3263,1
Good,11,7,73,2289,39,0.281700674,0.069719281,902,1
Good,12,5,132,2980,58,0.41131017,0.070615173,277344,129
Good,8,7,35,711,10,0.39732493,0.081001401,9241,8
Good,11,7,87,2196,28,0.355000498,0.078866186,5270,3
Good,43,10,368,9627,144,0.410799891,0.016947053,464068,86
Good,12,9,72,2119,39,0.375083655,0.070974903,9118,2
Good,9,7,168,4047,75,0.33275945,0.04526807,8895,11
Good,1,8,53,1413,33,0.380371411,0.101261156,32864,7
Good,13,8,134,3296,35,0.358528737,0.086170427,3011,1
Good,1,4,39,819,16,0.303122786,0.05941952,514,-1
Good,30,9,335,9607,176,0.373263504,0.097926435,114092,24
Good,7,8,67,1759,30,0.340000754,0.076753543,331590,45
Good,4,6,54,1478,22,0.366050112,0.082856159,26657,2
Good,3,7,69,1330,13,0.388626192,0.105873561,1588,5
Good,4,5,36,643,11,0.393481351,0.067518027,9327,4
Good,5,4,73,1672,22,0.338247835,0.094592857,21129,89
Good,44,11,218,5531,88,0.407974394,0.152453997,17068,19
Good,14,12,190,4278,24,0.35789854,0.069736154,1459,25
Good,27,14,189,4756,105,0.382424779,0.130012594,7098,8
Good,16,9,152,4528,31,0.385985082,0.058260895,9441,9
Good,15,5,161,4478,41,0.383319083,0.118159142,14603,8
Good,22,10,257,6963,116,0.38813872,0.114631881,10371,7
Good,6,9,79,2158,49,0.373532347,0.080247866,2416,2
Good,5,5,61,1523,33,0.414300061,0.067373623,2221,1
Good,4,5,53,1263,17,0.359090458,0.087965481,941,2
Good,11,8,123,3180,40,0.373212278,0.116362109,1429,1
Good,8,5,105,2742,42,0.386552654,0.101821852,1595,4
Good,27,11,130,4015,47,0.378781592,0.051793791,8345,10
Good,2,5,29,720,5,0.348458481,0.06754998,350,1
Good,3,5,31,653,7,0.292699049,-0.000441919,583,4
Good,13,11,123,2847,47,0.402947424,0.107814526,11887,6
Good,5,6,26,641,17,0.362419562,0.049485199,3745,1
Good,5,7,49,1122,12,0.421964126,0.105152428,1979,4
Good,15,10,140,2973,44,0.446453683,0.060070685,119188,27
Good,4,0,32,869,12,0.275610583,0.073852329,2110,5
Good,5,6,63,1421,34,0.363411396,0.060341761,8671,6
Good,3,4,37,1060,28,0.399989047,0.004718745,4899,15
Good,7,6,83,1846,37,0.377381569,0.123242622,7909,2
Good,2,7,33,1054,15,0.425595238,0.125690476,5169,1
Good,3,7,37,864,11,0.34057923,0.080965064,1538,3
Good,7,8,71,1562,37,0.380529043,0.136200212,6438,31
Good,15,5,39,939,13,0.355360094,0.038995474,2742,5
Good,2,7,46,980,7,0.308032708,0.054395142,496,4
Good,6,7,115,2743,73,0.375085413,0.103085583,3116,4
Good,7,4,57,1243,5,0.415689866,0.093597375,728,3
Good,33,7,152,3381,49,0.413975775,0.135696733,104239,241
Good,12,6,95,2124,63,0.322430103,0.099422204,6290,10
Good,10,7,197,3816,82,0.357875209,0.092375273,922,5
Good,2,6,43,923,13,0.348234065,0.058832288,694,3
Good,10,7,48,1156,13,0.37600804,0.085128517,2930,-1
Good,5,5,70,1483,7,0.263517705,0.009253968,1402,-1
Good,5,8,30,660,13,0.414659091,0.154911616,737,4
Good,7,5,81,2115,26,0.375456685,0.015771119,3012,50
Good,11,5,45,1008,15,0.394802709,0.076206329,Not Available,4
Good,6,4,51,1238,27,0.391617063,0.051284722,1811,4
Good,13,19,113,3459,76,0.31880787,0.101048055,144149,64
Good,6,5,40,913,13,0.293438375,0.106360294,3207,2
Good,4,5,38,767,24,0.441482772,0.051432443,1720,2
Good,3,6,35,699,18,0.391378205,0.073869048,1340,2
Good,17,8,188,4813,147,0.383643238,0.117622524,17415,11
Good,9,4,77,1712,20,0.369519481,0.055809283,Not Available,4
Good,43,8,321,7941,217,0.39937147,0.108784963,236991,500
Good,2,5,35,858,11,0.359702381,0.073638889,819,2
Good,8,10,82,2473,30,0.442976595,0.190920137,6413,32
Good,8,5,61,1198,10,0.331836862,0.020482565,4584,10
Good,9,8,144,2766,35,0.293255644,0.067825346,9525,1
Good,9,9,103,2033,15,0.382984364,0.128157713,795,11
Good,14,7,95,2629,35,0.34342556,0.089293714,6130,96
Good,17,6,42,1253,19,0.380257937,0.104313716,4887,4
Good,3,6,51,1526,36,0.402098067,0.128936822,14036,2
Good,40,12,479,14483,366,0.390032204,0.08725166,66418,33
Good,6,7,73,1930,31,0.374577316,0.070126147,9628,5
Good,2,6,63,1336,25,0.348779659,0.069588471,976,2
Good,2,6,39,1092,30,0.3412437,0.074385417,3399,-1
Good,6,7,81,1490,8,0.41794824,0.098086957,888,3
Good,2,6,25,550,4,0.286904762,0.033420868,390,3
Good,6,3,23,578,14,0.350142857,0.045,3595,-1
Good,9,7,120,2498,30,0.330034642,0.09765218,2096,3
Good,5,7,99,1978,47,0.337020568,0.076968115,11156,1
Good,14,8,143,3557,78,0.354569384,0.034530064,90873,39
Good,13,5,71,1654,32,0.49121504,0.180814242,57815,14
Good,6,5,36,741,16,0.401041667,0.145885417,728,16
Good,8,8,110,2042,44,0.338154673,0.057025318,17272,2
Good,21,8,74,1893,47,0.409970391,0.092620273,487832,79
Good,6,8,59,1466,22,0.404105339,0.109408916,1448,1
Good,2,4,44,1001,19,0.330291173,0.03408763,1007,1
Good,7,5,115,2575,35,0.336086424,0.094554992,9395,5
Good,5,9,215,4560,67,0.345563208,0.062089874,7084,1
Good,7,8,125,2763,56,0.389435571,0.132854759,4152,4
Good,7,8,102,2724,42,0.404129225,0.108645325,5445,5
Good,18,8,68,1889,36,0.37345275,0.090510313,15190,5
Good,5,5,43,976,45,0.329268168,0.043213037,1831,6
Good,10,7,116,2539,30,0.351885682,0.08318246,1608,17
Good,8,4,46,992,23,0.325768707,0.049265306,680,1
Good,6,6,130,3054,59,0.314546099,0.06845032,51321,17
Good,1,6,81,2129,33,0.34129185,0.08917819,5482,2
Good,12,12,76,1971,22,0.300439608,0.045333271,1916,58
Good,4,7,135,3181,58,0.396664509,0.03652219,2913,2
Good,6,6,78,2075,49,0.351578977,0.0745264,3975,4
Good,5,9,109,2416,42,0.337812822,0.069175021,2931,3
Good,28,11,236,5669,103,0.378366446,0.121177221,10514,2
Good,10,9,87,2373,43,0.425888873,0.089349282,38631,7
Good,9,6,64,1708,15,0.276002778,0.089721765,15057,5
Good,6,4,46,1445,30,0.379117611,0.083698972,1343,2
Good,3,4,28,806,20,0.323747902,0.053212077,1342,5
Good,9,7,144,3386,89,0.375527444,0.069334671,105716,20
Good,6,6,49,1583,23,0.386585924,0.055778303,716,1
Good,2,4,28,629,14,0.404084209,0.113939136,1026,9
Good,3,4,20,481,6,0.331553217,-0.023518436,629,3
Good,17,7,167,3915,79,0.378183817,0.083701437,66171,279
Good,2,3,40,675,12,0.360227273,0.055731225,573,1
Good,5,8,61,1637,20,0.384813295,0.067098505,24158,18
Good,2,0,23,475,11,0.351367521,-0.011623932,394,1
Good,11,6,158,4183,86,0.391407104,0.110354227,38906,13
Good,3,6,98,2159,12,0.379781919,0.093237413,10659,3
Good,5,5,54,1306,25,0.311831633,0.063993197,39337,3
Good,3,5,25,422,15,0.233333333,0.057142857,895,2
Good,21,8,96,2336,38,0.349685407,0.077268081,4579,3
Good,23,8,394,10817,291,0.437390646,0.117251679,81959,33
Good,15,6,195,3988,114,0.344316588,0.066840534,43883,4
Good,4,7,73,1786,28,0.356616369,0.065693022,5450,-1
Good,34,8,394,9787,171,0.327467043,0.074846341,253630,50
Good,8,7,72,2047,32,0.337478599,0.067789697,4257,3
Good,16,5,26,611,26,0.326576757,0.157053155,6975,2
Good,9,9,138,2856,16,0.380375367,0.079340219,3292,3
Good,5,7,43,904,6,0.330536347,0.062611739,440,2
Good,6,6,58,1243,5,0.359664181,0.06783089,587,2
Good,15,7,228,5365,77,0.403088103,0.127574572,10498,5
Good,5,6,58,1323,20,0.341263077,0.12843051,3024,7
Good,5,5,50,1130,14,0.328530412,0.04237621,5436,1
Good,7,8,63,1202,15,0.43249181,0.144202498,1155,4
Good,24,11,225,4750,74,0.42563819,0.111882102,7044,6
Good,6,5,49,1627,48,0.278920307,0.040827824,4713,85
Good,3,6,23,488,5,0.253287982,0.051388889,324,1
Good,2,5,30,613,5,0.380885781,0.084265734,469,1
Good,4,5,77,1626,11,0.36273203,0.068383006,8279,4
Good,2,6,25,561,5,0.388180272,0.112443311,304,1
Good,34,9,200,4249,87,0.347483525,0.074326764,579884,150
Good,14,6,101,2336,53,0.313432188,0.067312176,2842,3
Good,7,6,152,2544,52,0.374402573,0.087051066,6002,10
Good,7,6,68,1622,37,0.311462885,0.068814582,7886,7
Good,1,5,76,2146,20,0.406829837,0.066390492,1386,3
Good,5,6,89,1850,19,0.316023876,0.075095405,2858,2
Good,2,5,28,572,4,0.267438867,0.051319176,399,3
Good,1,4,28,589,19,0.344082448,0.041339783,348,23
Good,3,11,43,975,27,0.321616162,0.038484848,21670,15
Good,5,7,55,1134,14,0.279460629,0.029973967,1857,1
Good,8,6,43,1059,28,0.381277056,0.110670319,19883,11
Good,2,5,36,707,4,0.486532738,0.133395337,8216,5
Good,6,5,89,2167,15,0.394010967,0.111716306,3813,6
Good,11,6,49,1112,34,0.32608666,0.074228996,811543,47
Good,4,8,128,2457,33,0.350581975,0.071838925,4640,2
Good,4,7,88,2747,62,0.395545209,0.098300639,2900,2
Good,9,7,71,1605,24,0.384672765,0.064645301,3348,3
Good,12,9,119,3196,145,0.379914636,0.118181089,2402,3
Good,57,10,580,12560,137,0.402188981,0.084963399,139325,19
Good,1,6,64,1421,9,0.462490119,0.038625659,502,2
Good,3,9,59,1392,8,0.355070569,0.128532586,2292,1
Good,2,6,34,797,9,0.363974026,0.117649351,2585,2
Good,9,6,122,3031,71,0.31899633,0.068611895,18812,51
Good,8,6,108,2640,22,0.350917122,0.123694006,2760,8
Good,3,8,76,1679,21,0.265444363,0.046595528,2295,3
Good,13,8,130,2586,39,0.359741058,0.070049923,3211,-1
Good,12,10,119,2559,125,0.338794444,0.104702933,884,6
Good,4,6,41,1036,12,0.353003472,0.076684028,4581,2
Good,3,3,43,1011,18,0.277467214,0.073225108,3514,-1
